Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,SUM,MAX,Avg, 
P228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0.038461538,
P229,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,9,1,0.173076923,
P230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P231,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,9,2,0.173076923,
P232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.057692308,
P233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0.115384615,
P234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0.076923077,
P235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,1,0.153846154,
P236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0.096153846,
P237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0.096153846,
P238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,14,2,0.269230769,
P239,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11,2,0.211538462,
P240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,11,3,0.211538462,
P241,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,13,2,0.25,
P242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,1,0,12,2,0.230769231,
P243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0.076923077,
P244,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,9,2,0.173076923,
P245,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,14,3,0.269230769,
P246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0.134615385,
P247,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,19,3,0.365384615,
P248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,12,2,0.230769231,
P249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.076923077,
P250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0.038461538,
P251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.019230769,
P252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,2,0,8,2,0.153846154,
P253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0.038461538,
P254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.019230769,
P255,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,2,0,1,2,0,1,0,3,1,0,1,0,0,1,1,3,1,0,1,3,0,0,2,2,1,2,0,0,4,0,2,2,2,2,8,0,55,8,1.057692308,
P256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0.076923077,
P257,0,0,0,0,1,1,1,0,1,1,0,2,0,0,1,2,0,0,2,0,1,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,2,1,2,0,1,0,0,1,0,1,1,0,1,0,2,2,0,34,3,0.653846154,
P258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.096153846,
P259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.019230769,
P260,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.096153846,
P261,20,36,17,19,16,23,28,19,22,19,21,18,27,24,24,24,26,24,22,20,24,20,20,26,34,30,11,15,16,25,16,17,12,24,20,16,13,18,13,8,16,16,18,12,25,14,22,19,20,18,28,34,8,1069,36,20.55769231,
P262,25,31,33,23,38,34,31,31,38,34,28,25,29,31,33,53,41,28,36,42,50,33,39,34,63,51,23,25,25,29,20,24,21,27,28,13,17,16,23,38,34,32,33,32,31,28,31,30,29,52,43,43,13,1681,63,32.32692308,
P263,18,12,20,21,12,24,13,13,23,18,19,19,16,12,23,14,16,17,26,23,30,19,21,27,44,32,10,10,13,16,13,10,15,14,11,15,20,10,15,20,13,19,17,13,20,18,20,19,14,19,20,23,10,939,44,18.05769231,
P264,8,16,9,9,9,10,12,6,15,7,8,15,7,9,15,5,14,11,12,5,6,14,13,16,13,16,10,10,9,8,5,6,6,4,7,6,5,9,7,7,10,5,10,7,13,7,12,7,8,11,12,9,4,490,16,9.423076923,
P265,0,1,1,5,2,1,3,0,3,1,3,1,1,2,3,0,2,3,6,3,1,3,3,3,1,2,0,0,2,1,0,1,2,0,0,2,1,0,1,5,1,2,6,6,1,1,4,2,4,2,2,3,0,103,6,1.980769231,
P266,6,8,7,15,17,10,6,13,11,14,6,14,9,5,12,10,5,5,7,10,10,8,15,9,11,18,9,5,9,8,12,7,9,10,7,7,8,11,4,11,7,2,5,8,9,14,10,10,12,13,5,19,2,492,19,9.461538462,
P267,8,14,14,5,8,5,4,8,8,12,13,16,14,10,9,9,7,8,11,6,7,9,13,8,13,13,10,8,6,9,9,11,10,9,8,14,7,10,8,10,9,7,11,6,5,9,6,6,15,10,7,14,4,486,16,9.346153846,
P268,18,18,18,14,18,24,15,13,17,18,14,21,29,20,19,20,24,12,18,21,19,26,25,16,35,21,15,17,9,9,16,13,10,9,10,28,19,14,17,15,10,13,13,26,17,17,20,25,30,23,30,22,9,960,35,18.46153846,
P269,7,11,6,12,15,11,10,15,12,7,10,12,12,12,7,13,15,16,19,17,9,16,18,14,22,25,12,4,5,11,10,19,10,10,9,11,8,12,6,15,6,12,20,11,15,14,7,11,15,16,14,14,4,640,25,12.30769231,
P270,26,16,23,19,29,21,16,14,29,13,20,22,16,26,19,26,23,17,12,20,24,29,24,38,24,27,10,17,10,16,18,21,14,23,21,15,25,15,13,11,21,19,20,15,17,11,12,18,23,22,19,31,10,1030,38,19.80769231,
P271,3,3,4,6,1,8,4,3,1,5,3,9,5,4,4,6,3,1,4,1,2,3,2,6,2,8,2,5,2,1,5,2,3,3,2,3,1,1,5,6,1,2,5,4,2,4,3,2,2,3,6,5,1,181,9,3.480769231,
P272,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,21,3,0.403846154,
P273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,10,2,0.192307692,
P274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,7,2,0.134615385,
P275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0.076923077,
P276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0.057692308,
P277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,14,2,0.269230769,
P278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,1,0.134615385,
P279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.038461538,
P280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,1,0.134615385,
P281,1,0,3,1,0,0,1,2,0,0,1,0,0,1,1,4,1,1,1,1,0,0,1,4,2,2,0,0,0,2,0,2,1,1,1,0,1,1,1,0,0,0,1,2,0,2,0,2,4,0,0,1,0,50,4,0.961538462,
P282,0,0,0,0,3,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,2,1,1,0,1,1,0,0,2,1,0,1,0,1,0,0,2,0,1,0,1,3,1,1,0,33,3,0.634615385,
P283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,1,0,0,1,0,1,2,0,0,0,0,2,1,1,1,0,0,1,1,5,0,0,1,1,0,0,27,5,0.519230769,
P284,26,17,17,22,23,24,26,15,18,19,16,14,20,29,17,21,17,21,23,26,19,21,16,18,19,15,15,15,14,12,15,11,10,14,17,20,18,20,8,17,11,16,16,15,18,21,10,18,22,21,19,18,8,930,29,17.88461538,
P285,11,12,6,6,8,12,6,13,16,7,12,12,6,9,5,10,14,12,18,10,13,7,14,9,13,11,7,6,7,3,5,3,6,6,11,15,5,9,9,4,6,6,10,6,7,11,12,7,10,12,8,15,3,478,18,9.192307692,
P286,17,19,13,15,16,23,18,16,15,19,14,22,18,18,24,26,33,14,23,22,18,22,31,24,22,37,22,11,11,18,13,14,12,13,19,4,15,16,10,15,8,18,19,24,21,13,21,20,11,24,20,29,4,960,37,18.46153846,
P287,0,0,0,0,1,0,1,1,0,0,0,2,2,3,1,1,2,0,0,0,0,0,4,1,1,3,1,0,2,1,0,0,2,0,6,0,0,2,2,2,1,0,0,1,2,1,2,3,4,1,4,1,0,61,6,1.173076923,
P288,1,1,0,0,1,0,3,1,1,0,0,0,1,0,1,3,0,0,1,0,1,0,2,0,2,2,0,0,1,0,3,1,0,1,1,0,2,2,3,2,1,0,0,0,2,1,0,1,0,0,0,2,0,44,3,0.846153846,
P289,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,2,0,2,1,1,0,1,0,0,0,21,2,0.403846154,
P290,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,14,2,0.269230769,
P291,2,2,5,6,4,0,4,1,4,3,3,6,2,3,5,1,4,3,4,4,9,3,5,8,4,4,5,2,3,2,2,0,1,8,3,2,4,3,5,3,2,3,2,6,5,3,2,1,3,4,4,6,0,183,9,3.519230769,
P292,2,7,5,4,4,3,5,6,3,6,5,3,3,3,5,2,2,2,3,1,4,3,6,2,4,5,5,10,5,4,3,5,2,3,1,4,1,1,7,5,2,5,3,2,3,2,3,5,3,3,3,5,1,193,10,3.711538462,
P293,6,3,5,2,6,4,4,4,0,5,3,4,1,4,7,10,2,5,5,2,2,3,3,9,6,5,6,0,6,2,1,6,3,4,3,2,5,1,1,3,2,3,4,2,8,2,3,5,5,7,2,1,0,197,10,3.788461538,
P294,9,13,19,13,5,10,10,9,16,12,12,13,7,7,9,25,6,14,13,9,5,11,7,14,11,13,8,8,5,10,6,8,2,9,9,9,8,8,4,9,9,11,6,5,4,10,8,7,7,12,7,4,2,485,25,9.326923077,
P295,3,6,3,8,8,3,3,5,2,3,2,5,3,6,4,6,3,7,4,5,6,11,8,3,7,4,1,3,3,3,1,3,3,3,1,3,3,4,0,5,6,5,10,5,5,10,3,3,3,4,10,3,0,231,11,4.442307692,
P296,7,5,6,4,6,3,2,2,4,4,4,6,2,2,5,1,3,6,6,3,5,0,5,6,3,10,3,4,4,2,2,8,4,0,2,8,4,4,4,3,3,5,7,2,2,3,8,6,8,2,4,7,0,219,10,4.211538462,
P297,3,4,4,1,3,3,3,3,2,7,8,4,4,5,2,4,1,5,2,3,9,5,10,3,7,3,3,2,2,3,0,4,4,3,2,2,7,3,5,5,1,6,5,5,5,2,6,5,6,6,2,2,0,204,10,3.923076923,
P298,5,7,4,1,4,3,5,3,7,4,6,7,9,3,4,4,2,5,2,3,8,5,5,3,4,5,2,5,1,4,0,2,1,2,2,5,2,3,4,3,4,7,0,1,6,4,4,1,5,6,5,8,0,205,9,3.942307692,
P299,10,8,12,8,15,14,5,13,8,7,11,5,4,6,11,12,10,12,10,9,6,13,12,5,6,14,7,11,13,10,7,5,6,5,7,10,1,4,12,11,10,9,12,5,10,16,7,10,7,11,10,12,1,474,16,9.115384615,
P300,6,7,3,1,8,9,2,6,4,3,2,8,5,0,9,3,4,2,2,1,5,6,4,3,2,2,4,5,6,1,4,7,1,5,2,5,5,6,6,6,4,4,1,6,5,2,4,3,9,3,6,6,0,223,9,4.288461538,
P301,7,1,2,3,4,5,5,1,3,9,2,3,6,3,3,3,1,5,6,4,6,5,11,3,3,3,2,4,3,5,2,4,1,4,2,5,7,8,2,5,8,1,3,5,7,5,7,1,6,2,5,1,1,212,11,4.076923077,
P302,4,2,5,2,4,7,7,8,4,3,4,1,8,2,3,4,5,3,5,4,2,6,3,4,1,4,6,4,0,6,5,3,4,3,3,6,5,5,5,4,3,4,5,2,4,9,4,3,5,5,3,6,0,217,9,4.173076923,
P303,3,5,8,4,3,6,2,6,4,5,4,6,3,5,4,2,2,3,5,8,7,5,4,6,2,4,2,4,5,1,2,0,4,1,2,3,1,5,2,3,2,1,3,4,6,6,5,6,4,7,3,2,0,200,8,3.846153846,
P304,7,6,6,8,9,9,15,7,14,8,5,6,13,7,9,9,13,8,16,11,6,9,4,11,6,11,8,4,10,6,7,5,6,10,8,10,5,8,8,10,9,7,6,9,7,4,8,3,12,8,8,11,3,430,16,8.269230769,
P305,8,7,3,1,3,2,6,8,12,2,10,5,8,3,5,12,6,1,4,5,3,1,5,8,6,3,2,2,2,4,8,8,5,3,4,3,9,8,3,2,5,4,2,4,8,3,11,2,2,3,5,7,1,256,12,4.923076923,
P306,4,2,3,8,7,4,6,4,9,6,7,4,4,2,2,9,3,2,9,1,7,2,3,8,2,3,4,4,3,2,2,6,3,3,3,2,5,3,4,4,3,1,3,6,3,4,3,2,3,2,6,7,1,212,9,4.076923077,
P307,4,5,6,5,3,2,3,5,4,6,6,6,3,5,3,4,2,6,4,7,6,4,5,3,3,6,1,4,4,13,5,3,5,3,5,2,5,3,4,3,4,5,5,4,7,1,3,5,2,2,4,9,1,227,13,4.365384615,
P308,7,3,2,4,6,3,4,6,5,5,4,6,3,9,2,6,10,3,2,2,2,2,4,5,5,4,4,1,5,2,1,3,5,6,3,5,4,0,4,6,6,5,4,2,2,3,3,2,8,1,6,2,0,207,10,3.980769231,
P309,9,5,8,8,14,7,12,10,5,16,11,5,9,11,5,10,16,16,16,12,11,11,1,11,10,14,14,6,5,2,3,6,8,9,13,11,11,3,8,11,12,8,12,8,10,10,14,7,5,7,8,8,1,482,16,9.269230769,
P310,5,4,4,2,5,1,2,6,5,2,4,5,3,6,5,6,8,4,8,6,2,4,6,3,5,4,5,4,4,3,2,4,4,4,8,7,9,4,6,2,8,5,4,2,0,3,8,4,5,4,4,4,0,232,9,4.461538462,
P311,8,6,1,9,5,1,3,5,12,4,7,3,3,6,2,3,2,9,6,0,7,2,2,4,7,3,5,6,8,1,3,4,8,0,4,2,8,4,1,8,4,7,2,5,0,2,3,5,4,6,2,4,0,226,12,4.346153846,
P312,3,2,3,8,3,6,4,3,0,2,2,3,6,2,3,3,3,4,5,6,4,7,3,7,3,4,2,4,6,1,3,4,5,4,11,5,2,5,5,3,4,2,4,7,3,3,6,1,6,6,5,6,0,212,11,4.076923077,
P313,10,1,6,5,4,7,5,6,4,4,2,7,5,4,4,3,3,3,2,3,2,4,3,8,5,4,4,4,2,0,2,4,2,4,2,8,6,4,2,4,6,4,7,4,4,4,6,5,2,8,2,6,0,220,10,4.230769231,
P314,6,17,9,14,10,8,13,18,10,13,16,11,14,12,9,10,11,8,16,4,6,9,16,10,10,15,7,8,7,5,8,9,3,10,7,12,5,2,7,7,10,7,10,8,7,6,13,9,9,10,10,13,2,504,18,9.692307692,
P315,5,7,2,5,7,8,3,6,5,1,4,1,2,2,8,5,4,2,6,4,2,6,1,13,3,1,5,4,4,5,3,0,3,2,2,3,10,3,2,4,3,2,4,4,2,6,3,1,2,4,4,9,0,207,13,3.980769231,
P316,4,5,9,2,1,8,4,4,10,9,4,5,4,8,5,3,6,5,4,2,5,4,4,2,5,7,2,4,5,1,6,2,6,4,4,4,6,2,3,1,6,3,7,2,1,6,3,1,2,3,4,2,1,219,10,4.211538462,
P317,2,3,3,7,9,7,6,5,4,8,1,3,2,8,5,4,8,3,6,4,7,4,0,6,4,5,5,5,3,4,3,2,7,1,5,6,2,3,8,1,5,4,4,2,6,5,5,1,2,4,3,6,0,226,9,4.346153846,
P318,3,5,5,9,9,1,1,8,8,8,4,4,4,6,3,3,6,0,1,2,3,3,2,3,5,5,2,4,1,1,2,2,1,1,2,5,3,1,5,2,5,5,7,2,1,8,2,2,4,3,2,7,0,191,9,3.673076923,
P319,5,4,11,8,10,12,11,10,15,5,12,9,13,9,13,13,14,7,6,12,8,16,8,7,12,16,6,15,4,5,16,4,7,9,15,10,4,13,4,13,11,7,9,4,9,5,8,7,4,5,9,5,4,474,16,9.115384615,
P320,2,5,8,7,2,6,6,4,6,5,2,9,2,6,1,3,4,5,5,1,5,5,4,3,7,4,3,4,2,2,3,2,0,7,7,4,6,4,4,2,7,4,0,3,6,6,3,3,2,5,3,10,0,219,10,4.211538462,
P321,3,6,8,5,3,3,3,4,1,2,3,11,9,2,3,4,6,4,7,3,3,1,3,1,4,4,2,5,10,3,2,5,2,5,5,1,8,4,2,5,3,2,3,3,5,7,4,6,6,3,6,3,1,216,11,4.153846154,
P322,4,5,2,2,7,3,8,7,8,6,3,3,4,4,4,7,6,5,5,3,1,2,3,4,7,6,2,2,2,2,3,7,1,5,1,2,3,4,3,2,2,2,1,0,3,4,5,4,2,2,8,2,0,193,8,3.711538462,
P323,3,7,2,2,2,8,8,5,5,4,2,6,7,6,6,0,1,5,4,3,8,8,3,3,4,7,1,1,2,3,5,4,6,5,2,5,2,5,5,3,4,6,4,5,0,4,2,3,3,3,5,4,0,211,8,4.057692308,
P324,11,11,15,6,6,9,18,5,9,10,10,10,14,10,10,6,7,11,15,6,15,5,10,12,23,9,12,10,5,8,5,10,5,9,6,12,3,5,11,8,6,5,10,6,5,7,6,11,12,11,3,8,3,472,23,9.076923077,
P325,7,6,2,3,7,3,4,12,3,5,4,3,3,4,9,4,4,6,2,1,4,3,3,7,3,2,3,0,3,5,4,7,7,4,5,3,2,1,4,4,3,2,8,2,2,4,4,5,2,7,3,6,0,214,12,4.115384615,
P326,3,11,7,6,4,7,8,2,7,4,5,3,3,3,4,3,4,10,7,2,4,6,4,5,8,5,2,4,3,4,4,2,5,3,2,1,3,10,4,0,4,2,3,5,3,4,3,1,2,1,1,1,0,212,11,4.076923077,
P327,2,5,4,5,5,5,4,7,1,0,4,5,5,6,4,3,1,5,6,0,3,3,9,2,5,4,5,2,2,5,1,3,3,6,6,4,7,3,5,4,4,6,2,4,3,7,3,0,6,5,2,1,0,202,9,3.884615385,
P328,4,6,6,6,4,9,3,2,5,0,0,4,6,7,8,4,1,6,5,9,5,2,4,6,4,8,2,1,3,1,5,4,6,4,2,2,3,3,4,2,2,5,0,2,4,8,3,1,3,5,5,5,0,209,9,4.019230769,
P329,2,6,4,9,3,7,7,7,6,6,3,10,4,1,1,4,5,3,8,8,4,3,4,3,5,6,4,2,5,2,4,1,5,4,1,7,8,0,6,3,3,6,2,6,2,4,5,3,6,4,6,3,0,231,10,4.442307692,
P330,4,4,8,2,4,5,3,5,10,2,3,5,3,1,5,3,2,3,3,9,5,1,6,5,6,8,2,1,5,4,2,2,3,5,4,3,4,1,3,6,3,5,6,5,1,3,3,5,0,4,8,6,0,209,10,4.019230769,
P331,7,6,6,4,5,2,6,6,4,10,9,1,5,8,5,6,6,8,5,7,1,3,2,4,7,7,4,7,3,5,4,6,3,3,9,7,2,3,6,2,3,5,2,7,2,1,2,6,2,3,3,6,1,246,10,4.730769231,
P332,10,14,8,12,6,10,13,11,10,10,11,15,11,11,12,6,12,9,9,10,8,11,9,9,13,8,5,9,9,4,6,10,9,12,8,6,7,11,6,7,4,8,11,6,7,4,9,5,10,5,5,9,4,460,15,8.846153846,
P333,9,9,5,8,11,13,11,13,9,9,13,11,13,14,11,15,6,11,14,11,12,6,5,12,13,8,8,7,7,5,7,6,8,12,8,8,5,6,6,9,11,6,4,5,9,8,8,15,7,6,11,9,4,473,15,9.096153846,
P334,11,13,15,8,16,16,10,10,10,12,11,14,8,5,9,5,12,13,12,22,12,14,10,10,10,11,7,17,5,5,5,16,7,6,7,11,10,6,2,12,10,8,6,7,9,3,9,10,8,7,12,9,2,513,22,9.865384615,
P335,6,4,2,4,3,2,7,0,2,5,2,7,2,3,6,3,2,2,3,4,1,4,3,2,5,2,4,4,1,3,2,4,4,4,3,1,4,6,1,0,4,8,1,6,4,5,2,2,1,1,2,6,0,169,8,3.25,
P336,2,3,5,3,1,4,4,3,3,3,4,2,5,5,9,5,1,4,3,5,3,3,4,4,5,4,4,2,2,4,0,5,3,4,1,4,3,3,1,4,2,3,2,4,1,4,7,7,4,4,3,4,0,182,9,3.5,
P337,3,6,3,1,1,7,3,3,1,3,1,7,5,4,8,2,8,3,6,4,3,4,6,4,4,5,5,1,3,4,1,3,2,5,4,4,5,5,2,1,2,6,7,6,1,4,6,3,4,8,1,3,1,201,8,3.865384615,
P338,2,2,1,3,4,2,1,2,3,5,2,5,3,3,3,1,2,2,1,2,2,3,3,7,3,4,1,4,0,3,3,0,1,0,1,1,1,3,2,3,0,7,3,4,1,2,1,4,3,3,9,5,0,136,9,2.615384615,
P339,0,0,1,2,4,2,0,0,2,1,3,0,0,0,0,3,1,0,1,1,1,0,2,0,2,1,0,1,3,2,3,1,0,2,0,2,2,1,0,1,1,1,2,0,2,2,1,2,1,2,2,2,0,63,4,1.211538462,
P340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,1,2,1,0,0,0,0,1,2,1,1,2,0,1,2,2,2,2,1,0,30,3,0.576923077,
P341,5,1,3,1,1,3,5,3,3,1,4,7,4,3,6,0,3,3,4,4,6,2,2,4,1,6,1,2,1,6,3,5,3,1,6,4,1,2,8,3,4,0,1,0,6,2,1,2,3,8,2,8,0,168,8,3.230769231,
P342,3,2,2,2,3,0,1,2,2,4,1,0,3,3,5,4,1,2,4,2,2,5,2,3,3,3,5,3,2,0,1,1,0,0,0,3,2,2,1,3,2,3,1,3,2,3,3,1,2,2,5,6,0,120,6,2.307692308,
